Wine	store_sku	catalogid	csize	pos_qty	web_qty	web_cost	cprice	surcharge	aipo	ppo	min_price	manual_price	web_markup	fcase_price	fbot_cost	pos_cost	xf_bot_cost	splitcase_charge	cost_diff	bot_per_case	xf_bot_per_case	Wholesaler	minimumquantity	hide	avail_code
Chateau De La Maltroye Chassagne-Montrachet 1er Cru La Romanee	41392	437820	750ml	0	0	67.0800	80.4400		NULL	NULL	0.0000	0.0000	0.20	$66.58	0	67.0800	66.5800	0.5000	0.99	12	12	WDMN	0	0	2
Paul Jaboulet Aine Chateauneuf Du Pape Domaine De Terre Ferme	102470	738207	750ml	0	0	67.0000	80.3400		NULL	NULL	0.0000	0.0000	0.20	$66.50	0	67.0000	66.5000	0.5000	0.99	6	6	WDMN	0	0	2
Paul Jaboulet Aine Chateauneuf Du Pape Domaine De Terre Ferme	95607	731072	750ml	0	0	67.0000	80.3400		NULL	NULL	0.0000	0.0000	0.20	$66.50	0	67.0000	66.5000	0.5000	0.99	6	6	WDMN	0	0	2
Paul Jaboulet Aine Condrieu Dom Grands Amandiers Blanc	114771	750835	750ml	0	0	67.0000	80.3400		NULL	NULL	0.0000	0.0000	0.20	$66.50	0	67.0000	66.5000	0.5000	0.99	6	6	WDMN	0	0	2
Olivier Leflaive Meursault 1er Cru Les Poruzots	113262	749204	750ml	0	0	66.8300	79.9400		NULL	NULL	0.0000	0.0000	0.20	$66.33	0	66.8300	66.3300	0.5000	0.99	12	12	WDMN	0	0	2
Chateau Genot-Boulanger Puligny-Montrachet 1er Cru Folatieres	115809	751879	750ml	0	0	66.5000	79.7400		NULL	NULL	0.0000	0.0000	0.20	$66.00	0	66.5000	66.0000	0.5000	0.99	12	12	WDMN	0	0	2
Olivier Leflaive Meursault 1er Cru Les Poruzots	97113	732773	750ml	0	0	66.0000	78.9400		NULL	NULL	0.0000	0.0000	0.20	$65.50	0	66.0000	65.5000	0.5000	0.99	12	12	WDMN	0	0	2
Domaine Alain Burguet Gevrey-Chambertin Mes Favorites Vieilles Vignes	97241	732988	750ml	0	0	65.2500	78.2400		NULL	NULL	0.0000	0.0000	0.20	$64.75	0	65.2500	64.7500	0.5000	0.99	12	12	WDMN	0	0	2
Faiveley Chambolle Musigny	108315	744196	750ml	0	0	65.0000	77.9400		NULL	NULL	0.0000	0.0000	0.20	$64.50	0	65.0000	64.5000	0.5000	0.99	12	12	WDMN	0	0	2
Chateau Petit Villages Pomerol	118409	754589	750ml	0	0	64.8300	77.7400		NULL	NULL	0.0000	0.0000	0.20	$64.33	0	64.8300	64.3300	0.5000	0.99	12	12	WDMN	0	0	2
Dominique Gallois Gevrey-Chambertin Goulots	115750	751816	750ml	0	0	64.5000	77.3400		NULL	NULL	0.0000	0.0000	0.20	$64.00	0	64.5000	64.0000	0.5000	0.99	12	12	WDMN	0	0	2
Jacques Prieur Beaune Clos De La Feguine Blanc	100418	736204	750ml	0	0	64.5000	77.3400		NULL	NULL	0.0000	0.0000	0.20	$64.00	0	64.5000	64.0000	0.5000	0.99	6	6	WDMN	0	0	2
Dominique Gallois Gevrey-Chambertin 1er Cru Les Petits Cazetiers	115748	751814	750ml	0	0	64.5000	77.3400		NULL	NULL	0.0000	0.0000	0.20	$64.00	0	64.5000	64.0000	0.5000	0.99	12	12	WDMN	0	0	2
Olivier Leflaive Puligny-Montrachet Champs Gains	113265	749207	750ml	0	0	64.5000	77.3400		NULL	NULL	0.0000	0.0000	0.20	$64.00	0	64.5000	64.0000	0.5000	0.99	12	12	WDMN	0	0	2
Paul Jaboulet Aine Condrieu Dom Grands Amandiers Blanc	102473	738210	750ml	0	0	64.3900	77.2400		NULL	NULL	0.0000	0.0000	0.20	$63.89	0	64.3900	63.8900	0.5000	0.99	6	6	WDMN	0	0	2
Faiveley Nuits Saint Georges Porrets St Georges 1er	98278	734019	750ml	0	0	64.1700	76.9400		NULL	NULL	0.0000	0.0000	0.20	$63.67	0	64.1700	63.6700	0.5000	0.99	6	6	WDMN	0	0	2
Chateau De La Maltroye Chassagne-Montrachet 1er Cru La Romanee	29833	425424	750ml	0	0	63.8300	76.5400		NULL	NULL	0.0000	0.0000	0.20	$63.33	0	63.8300	63.3300	0.5000	0.99	12	12	WDMN	0	0	2
Olivier Leflaive Chassagne-Montrachet 1er Cru Abbaye De Morgeot	113979	750014	750ml	0	0	63.6700	76.3400		NULL	NULL	0.0000	0.0000	0.20	$63.17	0	63.6700	63.1700	0.5000	0.99	12	12	WDMN	0	0	2
Jacques Prieur Beaune Clos De La Feguine Rouge	100417	736203	750ml	0	0	63.1700	75.7400		NULL	NULL	0.0000	0.0000	0.20	$62.67	0	63.1700	62.6700	0.5000	0.99	6	6	WDMN	0	0	2
Chateau Lagrange Saint Julien	103103	738838	750ml	0	0	63.0800	75.6400		NULL	NULL	0.0000	0.0000	0.20	$62.58	0	63.0800	62.5800	0.5000	0.99	12	12	WDMN	0	0	2
Domaine Du Chateau De Chorey Beaune Blanc Sur Les Greves	96053	731492	750ml	0	0	62.8300	75.3400		NULL	NULL	0.0000	0.0000	0.20	$62.33	0	62.8300	62.3300	0.5000	0.99	12	12	WDMN	0	0	2
Domaine Alain Burguet Gevrey-Chambertin Mes Favorites Vieilles Vignes	116742	752884	750ml	0	0	62.6700	74.9400		NULL	NULL	0.0000	0.0000	0.20	$62.17	0	62.6700	62.1700	0.5000	0.99	12	12	WDMN	0	0	2
Faiveley Volnay Fremiets 1er	108340	744221	750ml	0	0	62.5000	74.9400		NULL	NULL	0.0000	0.0000	0.20	$62.00	0	62.5000	62.0000	0.5000	0.99	6	6	WDMN	0	0	2
Paul Jaboulet Aine Chateauneuf Du Pape Domaine De Terre Ferme Blanc	102471	738208	750ml	0	0	62.1700	74.5400		NULL	NULL	0.0000	0.0000	0.20	$61.67	0	62.1700	61.6700	0.5000	0.99	6	6	WDMN	0	0	2
Faiveley Vosne Romanee	95494	730970	750ml	0	0	62.0000	74.3400		NULL	NULL	0.0000	0.0000	0.20	$61.50	0	62.0000	61.5000	0.5000	0.99	12	12	WDMN	0	0	2
Faiveley Chambolle Musigny	97204	732897	750ml	0	0	62.0000	74.3400		NULL	NULL	0.0000	0.0000	0.20	$61.50	0	62.0000	61.5000	0.5000	0.99	12	12	WDMN	0	0	2
Olivier Leflaive Chassagne-Montrachet Clos Saint Mark	113980	750015	750ml	0	0	61.5000	73.7400		NULL	NULL	0.0000	0.0000	0.20	$61.00	0	61.5000	61.0000	0.5000	0.99	12	12	WDMN	0	0	2
Hugel Et Fils Tokay Pinot Gris Selection De Grains Nobles	66568	689638	375ml	0	0	61.5000	73.7400		NULL	NULL	0.0000	0.0000	0.20	$61.00	0	61.5000	61.0000	0.5000	0.99	12	12	WDMN	0	0	2
Dominique Gallois Gevrey-Chambertin Goulots	96227	731701	750ml	0	0	61.0000	72.9400		NULL	NULL	0.0000	0.0000	0.20	$60.50	0	61.0000	60.5000	0.5000	0.99	12	12	WDMN	0	0	2
Olivier Leflaive Chassagne-Montrachet 1er Cru Abbaye De Morgeot	97110	732770	750ml	0	0	61.0000	72.9400		NULL	NULL	0.0000	0.0000	0.20	$60.50	0	61.0000	60.5000	0.5000	0.99	12	12	WDMN	0	0	2
Jr Wines Cabernet Sauvignon	118449	754629	750ml	0	0	60.9200	72.9400		NULL	NULL	0.0000	0.0000	0.20	$60.42	0	60.9200	60.4200	0.5000	0.99	12	12	WDMN	0	0	2
Hewitson Mourvedre Old Garden	95571	731036	750ml	0	0	60.8300	72.9400		NULL	NULL	0.0000	0.0000	0.20	$60.33	0	60.8300	60.3300	0.5000	0.99	12	12	WDMN	0	0	2
Chateau Cantenac Brown Margaux	103100	738836	750ml	0	0	60.7500	72.8400		NULL	NULL	0.0000	0.0000	0.20	$60.25	0	60.7500	60.2500	0.5000	0.99	12	12	WDMN	0	0	2
Bergstrom Chardonnay Sigrid	117175	753317	750ml	0	0	60.5000	72.5400		NULL	NULL	0.0000	0.0000	0.20	$60.00	0	60.5000	60.0000	0.5000	0.99	6	6	WDMN	0	0	2
Heitz Cabernet Sauvignon Trailside Vineyard	72776	697638	750ml	0	0	60.5000	72.5400		NULL	NULL	0.0000	0.0000	0.20	$60.00	0	60.5000	60.0000	0.5000	0.99	12	12	WDMN	0	0	2
Robert Craig Cabernet Sauvignon Howell Mountain	118463	754643	750ml	0	0	60.5000	72.5400		NULL	NULL	0.0000	0.0000	0.20	$60.00	0	60.5000	60.0000	0.5000	0.99	6	6	WDMN	0	0	2
Nittnaus Tannenberg	97912	733645	750ml	0	0	60.5000	72.5400		NULL	NULL	0.0000	0.0000	0.20	$60.00	0	60.5000	60.0000	0.5000	0.99	6	6	WDMN	0	0	2
Chateau Gruaud Larose St. Julien	118405	754585	750ml	0	0	60.5000	72.5400		NULL	NULL	0.0000	0.0000	0.20	$60.00	0	60.5000	60.0000	0.5000	0.99	12	12	WDMN	0	0	2
Heitz Cabernet Sauvignon Trailside Vineyard	98492	734279	750ml	0	0	60.5000	72.5400		NULL	NULL	0.0000	0.0000	0.20	$60.00	0	60.5000	60.0000	0.5000	0.99	6	6	WDMN	0	0	2
Olivier Leflaive Chablis Vaudesir	118459	754639	750ml	0	0	60.5000	72.5400		NULL	NULL	0.0000	0.0000	0.20	$60.00	0	60.5000	60.0000	0.5000	0.99	12	12	WDMN	0	0	2
Paul Jaboulet Aine Chateauneuf Du Pape Domaine De Terre Ferme	114770	750834	750ml	0	0	60.5000	72.5400		NULL	NULL	0.0000	0.0000	0.20	$60.00	0	60.5000	60.0000	0.5000	0.99	6	6	WDMN	0	0	2
Olivier Leflaive Chassagne-Montrachet Clos Saint Mark	97305	733051	750ml	0	0	60.5000	72.5400		NULL	NULL	0.0000	0.0000	0.20	$60.00	0	60.5000	60.0000	0.5000	0.99	12	12	WDMN	0	0	2
Heitz Cabernet Sauvignon Trailside Vineyard	95550	731015	750ml	0	0	60.5000	72.5400		NULL	NULL	0.0000	0.0000	0.20	$60.00	0	60.5000	60.0000	0.5000	0.99	12	12	WDMN	0	0	2
Familia Zuccardi Aluvional	108113	743966	750ml	0	0	60.5000	72.5400		NULL	NULL	0.0000	0.0000	0.20	$60.00	0	60.5000	60.0000	0.5000	0.99	6	6	WDMN	0	0	2
Jacques Prieur Beaune 1er Cru Champs-Pimont Blanc	115399	751466	750ml	0	0	60.5000	72.5400		NULL	NULL	0.0000	0.0000	0.20	$60.00	0	60.5000	60.0000	0.5000	0.99	6	6	WDMN	0	0	2
Jacques Prieur Beaune 1er Cru Champs-Pimont	115398	751465	750ml	0	0	60.5000	72.5400		NULL	NULL	0.0000	0.0000	0.20	$60.00	0	60.5000	60.0000	0.5000	0.99	6	6	WDMN	0	0	2
Domaine Alain Burguet Gevrey-Chambertin	97242	732989	750ml	0	0	60.0000	71.9400		NULL	NULL	0.0000	0.0000	0.20	$59.50	0	60.0000	59.5000	0.5000	0.99	12	12	WDMN	0	0	2
Domaine Alain Burguet Gevrey-Chambertin	95393	730872	750ml	0	0	60.0000	71.9400		NULL	NULL	0.0000	0.0000	0.20	$59.50	0	60.0000	59.5000	0.5000	0.99	12	12	WDMN	0	0	2
Chateau Lagrange Saint Julien	91186	725337	750ml	0	0	59.6700	71.5400		NULL	NULL	0.0000	0.0000	0.20	$59.50	0	59.6700	59.5000	0.5000	0.99	12	12	WDMN	0	0	2
Chateau Lagrange Saint Julien	91186	725337	750ml	0	0	59.6700	71.5400		NULL	NULL	0.0000	0.0000	0.20	$60.00	0	59.6700	60.0000	0.5000	0.99	12	6	WDMN	0	0	2
Paul Jaboulet Aine Crozes-Hermitage Dom Raymond Roure	95613	731078	750ml	0	0	59.5000	71.3400		NULL	NULL	0.0000	0.0000	0.20	$59.00	0	59.5000	59.0000	0.5000	0.99	6	6	WDMN	0	0	2
Domaine Christian Moreau Pere Et Fils Chablis Grand Cru Les Clos	106340	742163	750ml	0	0	59.5000	71.3400		NULL	NULL	0.0000	0.0000	0.20	$59.00	0	59.5000	59.0000	0.5000	0.99	6	6	WDMN	0	0	2
Jacques Prieur Beaune Clos De La Feguine Blanc	95656	731121	750ml	0	0	59.5000	71.3400		NULL	NULL	0.0000	0.0000	0.20	$59.00	0	59.5000	59.0000	0.5000	0.99	6	6	WDMN	0	0	2
Faiveley Nuits Saint Georges Vignerondes 1er	98279	734020	750ml	0	0	59.1700	70.9400		NULL	NULL	0.0000	0.0000	0.20	$58.67	0	59.1700	58.6700	0.5000	0.99	6	6	WDMN	0	0	2
Merry Edwards Chardonnay	97661	733392	750ml	0	0	58.7500	70.4400		NULL	NULL	0.0000	0.0000	0.20	$58.25	0	58.7500	58.2500	0.5000	0.99	12	12	WDMN	0	0	2
Anderson's Conn Valley Cabernet Sauvignon Estate Reserve	111155	747081	750ml	0	0	58.5000	69.9400		NULL	NULL	0.0000	0.0000	0.20	$58.00	0	58.5000	58.0000	0.5000	0.99	6	6	WDMN	0	0	2
Merry Edwards Pinot Noir Olivet Lane	115815	751885	750ml	0	0	56.5000	67.7400		NULL	NULL	0.0000	0.0000	0.20	$56.00	0	56.5000	56.0000	0.5000	0.99	12	12	WDMN	0	0	2
Jacques Prieur Beaune 1er Cru Champs-Pimont Blanc	101562	737289	750ml	0	0	56.5000	67.7400		NULL	NULL	0.0000	0.0000	0.20	$56.00	0	56.5000	56.0000	0.5000	0.99	6	6	WDMN	0	0	2
Weninger Blaufrankisch Durrau	39023	435435	750ml	0	0	56.5000	67.7400		NULL	NULL	0.0000	0.0000	0.20	$56.00	0	56.5000	56.0000	0.5000	0.99	12	12	WDMN	0	0	2
Marziano Abbona Barolo Pressenda	110197	746078	750ml	0	0	56.1700	67.3400		NULL	NULL	0.0000	0.0000	0.20	$55.67	0	56.1700	55.6700	0.5000	0.99	12	12	WDMN	0	0	2
Faiveley Meursault Blagny 1er	95454	730930	750ml	0	0	56.1700	67.3400		NULL	NULL	0.0000	0.0000	0.20	$55.67	0	56.1700	55.6700	0.5000	0.99	6	6	WDMN	0	0	2
Domaine Du Chateau De Chorey Beaune Blanc Sur Les Greves	96052	731491	750ml	0	0	55.8300	66.9400		NULL	NULL	0.0000	0.0000	0.20	$55.33	0	55.8300	55.3300	0.5000	0.99	12	12	WDMN	0	0	2
Olivier Leflaive Chablis Vaudesir	97108	732768	750ml	0	0	55.5000	66.5400		NULL	NULL	0.0000	0.0000	0.20	$55.00	0	55.5000	55.0000	0.5000	0.99	12	12	WDMN	0	0	2
Paul Jaboulet Aine St. Joseph Domaine De Croix Des Vignes	95621	731086	750ml	0	0	54.5000	65.3400		NULL	NULL	0.0000	0.0000	0.20	$54.00	0	54.5000	54.0000	0.5000	0.99	6	6	WDMN	0	0	2
Paul Jaboulet Aine St. Joseph Domaine De Croix Des Vignes	101936	737683	750ml	0	0	54.5000	65.3400		NULL	NULL	0.0000	0.0000	0.20	$54.00	0	54.5000	54.0000	0.5000	0.99	6	6	WDMN	0	0	2
Clos Du Val Cabernet Sauvignon Stags Leap District	107175	743010	750ml	0	0	53.8300	64.5400		NULL	NULL	0.0000	0.0000	0.20	$53.33	0	53.8300	53.3300	0.5000	0.99	6	6	WDMN	0	0	2
Churchill Porto Vintage Quinta Da Gricha	66469	689480	750ml	0	0	53.8300	64.5400		NULL	NULL	0.0000	0.0000	0.20	$83.17	0	53.8300	83.1700	0.5000	0.99	6	6	WDMN	0	0	2
Churchill Porto Vintage Quinta Da Gricha	66469	689480	750ml	0	0	53.8300	64.5400		NULL	NULL	0.0000	0.0000	0.20	$53.33	0	53.8300	53.3300	0.5000	0.99	6	6	WDMN	0	0	2
Merry Edwards Pinot Noir Coopersmith	117205	753347	750ml	0	0	53.0000	63.5400		NULL	NULL	0.0000	0.0000	0.20	$52.50	0	53.0000	52.5000	0.5000	0.99	12	12	WDMN	0	0	2
Faiveley Meursault Blagny 1er	98276	734017	750ml	0	0	51.5000	61.7400		NULL	NULL	0.0000	0.0000	0.20	$51.00	0	51.5000	51.0000	0.5000	0.99	6	6	WDMN	0	0	2
Colle Del Saraceno Passito Sagrantino	118429	754609	500ml	0	0	50.5000	60.5400		NULL	NULL	0.0000	0.0000	0.20	$50.00	0	50.5000	50.0000	0.5000	0.99	6	6	WDMN	0	0	2
Marziano Abbona Barolo Terlo Ravera	110199	746080	750ml	0	0	50.4200	60.4400		NULL	NULL	0.0000	0.0000	0.20	$49.92	0	50.4200	49.9200	0.5000	0.99	12	12	WDMN	0	0	2
Marziano Abbona Barolo Terlo Ravera	95721	731186	750ml	0	0	50.4200	60.4400		NULL	NULL	0.0000	0.0000	0.20	$49.92	0	50.4200	49.9200	0.5000	0.99	12	12	WDMN	0	0	2
Merry Edwards Pinot Noir Meredith Estate	117206	753348	750ml	0	0	50.4200	60.4400		NULL	NULL	0.0000	0.0000	0.20	$49.92	0	50.4200	49.9200	0.5000	0.99	12	12	WDMN	0	0	2
Marziano Abbona Barolo Terlo Ravera	103765	739522	750ml	0	0	50.4200	60.4400		NULL	NULL	0.0000	0.0000	0.20	$49.92	0	50.4200	49.9200	0.5000	0.99	12	12	WDMN	0	0	2
Reuling Vineyard Chardonnay	119885	756110	750ml	0	0	50.4200	60.4400		NULL	NULL	0.0000	0.0000	0.20	$49.92	0	50.4200	49.9200	0.5000	0.99	12	12	WDMN	0	0	2
Reuling Vineyard Pinot Noir	113984	750019	750ml	0	0	50.4200	60.4400		NULL	NULL	0.0000	0.0000	0.20	$49.92	0	50.4200	49.9200	0.5000	0.99	12	12	WDMN	0	0	2
Olivier Leflaive Pommard	106521	742346	750ml	0	0	50.4200	60.4400		NULL	NULL	0.0000	0.0000	0.20	$49.92	0	50.4200	49.9200	0.5000	0.99	12	12	WDMN	0	0	2
Owen Roe Cabernet Sauvignon Red Willow Vyd	103829	739593	750ml	0	0	50.4200	60.4400		NULL	NULL	0.0000	0.0000	0.20	$49.92	0	50.4200	49.9200	0.5000	0.99	12	12	WDMN	0	0	2
Chateau De La Maltroye Chassagne-Montrachet 1er Cru Clos Du Maltroye Rouge	108476	744363	750ml	0	0	50.3300	60.3400		NULL	NULL	0.0000	0.0000	0.20	$49.83	0	50.3300	49.8300	0.5000	0.99	12	12	WDMN	0	0	2
Paul Jaboulet Aine Cornas Domaine De Saint Pierre	95599	731064	750ml	0	0	50.3300	60.3400		NULL	NULL	0.0000	0.0000	0.20	$49.83	0	50.3300	49.8300	0.5000	0.99	6	6	WDMN	0	0	2
Ventisquero Enclave	110215	746117	750ml	0	0	50.3300	60.3400		NULL	NULL	0.0000	0.0000	0.20	$49.83	0	50.3300	49.8300	0.5000	0.99	6	6	WDMN	0	0	2
Anderson's Conn Valley Ds Right Bank	96158	731637	750ml	0	0	50.3300	60.3400		NULL	NULL	0.0000	0.0000	0.20	$49.83	0	50.3300	49.8300	0.5000	0.99	6	6	WDMN	0	0	2
Chateau Talbot St. Julien	118417	754597	750ml	0	0	48.7500	58.4400		NULL	NULL	0.0000	0.0000	0.20	$48.25	0	48.7500	48.2500	0.5000	0.99	12	12	WDMN	0	0	2
Chateau Giscours Margaux	118402	754581	750ml	0	0	48.7500	58.4400		NULL	NULL	0.0000	0.0000	0.20	$48.25	0	48.7500	48.2500	0.5000	0.99	12	12	WDMN	0	0	2
Chateau Fuisse Pouilly-Fuisse Vieilles Vignes	108471	744358	750ml	0	0	47.8300	57.3400		NULL	NULL	0.0000	0.0000	0.20	$47.33	0	47.8300	47.3300	0.5000	0.99	12	12	WDMN	0	0	2
Chateau De La Maltroye Chassagne-Montrachet 1er Cru Les Chenevottes	66385	689309	750ml	0	0	47.8300	57.3400		NULL	NULL	0.0000	0.0000	0.20	$47.33	0	46.0800	47.3300	0.5000	0.99	12	12	WDMN	0	0	2
Bergstrom Pinot Noir Silice	117174	753316	750ml	0	0	47.1700	56.5400		NULL	NULL	0.0000	0.0000	0.20	$46.67	0	47.1700	46.6700	0.5000	0.99	6	6	WDMN	0	0	2
Pascal Jolivet Sancerre Sauvage	118445	754625	750ml	0	0	47.1700	56.5400		NULL	NULL	0.0000	0.0000	0.20	$46.67	0	47.1700	46.6700	0.5000	0.99	6	6	WDMN	0	0	2
Faiveley Beaune Clos De L'ecu 1er	113888	749904	750ml	0	0	46.8300	55.9400		NULL	NULL	0.0000	0.0000	0.19	$46.33	0	46.8300	46.3300	0.5000	0.99	6	6	WDMN	0	0	2
Pascal Jolivet Sancerre Sauvage Rouge	101937	737684	750ml	0	0	46.5000	55.7400		NULL	NULL	0.0000	0.0000	0.20	$46.00	0	46.5000	46.0000	0.5000	0.99	6	6	WDMN	0	0	2
Chateau De La Maltroye Chassagne Montrachet	108473	744360	750ml	0	0	46.1700	55.3400		NULL	NULL	0.0000	0.0000	0.20	$45.67	0	46.1700	45.6700	0.5000	0.99	12	12	WDMN	0	0	2
Chateau Durfort-Vivens Margaux	102899	738664	750ml	0	0	45.9200	54.9400		NULL	NULL	0.0000	0.0000	0.20	$45.67	0	45.9200	45.6700	0.5000	0.99	12	12	WDMN	0	0	2
Pascal Jolivet Pouilly-Fume Indigene	95632	731097	750ml	0	0	45.8300	54.9400		NULL	NULL	0.0000	0.0000	0.20	$45.33	0	45.8300	45.3300	0.5000	0.99	6	6	WDMN	0	0	2
Chateau Fuisse Pouilly-Fuisse Le Clos	110184	746065	750ml	0	0	45.5000	54.5400		NULL	NULL	0.0000	0.0000	0.20	$45.00	0	45.5000	45.0000	0.5000	0.99	12	12	WDMN	0	0	2
Chateau Fuisse Pouilly-Fuisse Combettes	109282	745183	750ml	0	0	45.5000	54.5400		NULL	NULL	0.0000	0.0000	0.20	$45.00	0	45.5000	45.0000	0.5000	0.99	12	12	WDMN	0	0	2
Vistalba Corte a	95931	731372	750ml	0	0	45.1700	53.9400		NULL	NULL	0.0000	0.0000	0.19	$44.67	0	45.1700	44.6700	0.5000	0.99	6	6	WDMN	0	0	2
Chateau Genot-Boulanger Chassagne-Montrachet 1er Cru Les Chenevottes	116004	752076	750ml	0	0	45.1700	53.9400		NULL	NULL	0.0000	0.0000	0.19	$44.67	0	45.1700	44.6700	0.5000	0.99	12	12	WDMN	0	0	2
Domaine Patrick Baudouin Quarts De Chaume Zersilles	110994	746915	500ml	0	0	45.1700	53.9400		NULL	NULL	0.0000	0.0000	0.19	$44.67	0	45.1700	44.6700	0.5000	0.99	12	12	WDMN	0	0	2
Chateau Fuisse Pouilly-Fuisse Vieilles Vignes	97642	733373	750ml	0	0	45.0000	53.9400		NULL	NULL	0.0000	0.0000	0.20	$44.50	0	45.0000	44.5000	0.5000	0.99	12	12	WDMN	0	0	2
Chateau Fuisse Pouilly-Fuisse Combettes	97641	733372	750ml	0	0	45.0000	53.9400		NULL	NULL	0.0000	0.0000	0.20	$44.50	0	45.0000	44.5000	0.5000	0.99	12	12	WDMN	0	0	2
Chateau Fuisse Pouilly-Fuisse Le Clos	97640	733371	750ml	0	0	45.0000	53.9400		NULL	NULL	0.0000	0.0000	0.20	$44.50	0	45.0000	44.5000	0.5000	0.99	12	12	WDMN	0	0	2
Chateau Lagrange Saint Julien	114407	750470	750ml	0	0	44.8300	53.7400		NULL	NULL	0.0000	0.0000	0.20	$44.33	0	44.8300	44.3300	0.5000	0.99	12	12	WDMN	0	0	2
Bethel Heights Pinot Noir Casteel Reserve	111217	747147	750ml	0	0	44.5000	53.3400		NULL	NULL	0.0000	0.0000	0.20	$44.00	0	44.5000	44.0000	0.5000	0.99	6	6	WDMN	0	0	2
Faiveley Meursault	98275	734016	750ml	0	0	44.5000	53.3400		NULL	NULL	0.0000	0.0000	0.20	$44.00	0	44.5000	44.0000	0.5000	0.99	12	12	WDMN	0	0	2
Baron De Ley Rioja  7 Vinas Reserva	95267	730750	750ml	0	0	44.5000	53.3400		NULL	NULL	0.0000	0.0000	0.20	$44.00	0	44.5000	44.0000	0.5000	0.99	6	6	WDMN	0	0	2
Faiveley Nuits Saint Georges Les Argillats	101536	737263	750ml	0	0	44.2500	52.9400		NULL	NULL	0.0000	0.0000	0.20	$43.75	0	44.2500	43.7500	0.5000	0.99	12	12	WDMN	0	0	2
Chateau Phelan Segur St. Estephe	71887	696718	750ml	0	0	44.0000	52.7400		NULL	NULL	0.0000	0.0000	0.20	$43.50	0	41.7500	43.5000	0.5000	0.99	12	12	WDMN	0	0	2
Faiveley Pommard Vaumuriens	101537	737264	750ml	0	0	44.0000	52.7400		NULL	NULL	0.0000	0.0000	0.20	$43.50	0	44.0000	43.5000	0.5000	0.99	12	12	WDMN	0	0	2
Churchill Porto Vintage	117185	753327	375ml	0	0	43.8300	52.5400		NULL	NULL	0.0000	0.0000	0.20	$43.33	0	43.8300	43.3300	0.5000	0.99	6	6	WDMN	0	0	2
Ventisquero Syrah Pangea	110211	746113	750ml	0	0	43.8300	52.5400		NULL	NULL	0.0000	0.0000	0.20	$43.33	0	43.8300	43.3300	0.5000	0.99	6	6	WDMN	0	0	2
Le Chiuse Brunello Di Montalcino	101939	737685	750ml	0	0	43.8300	52.5400		NULL	NULL	0.0000	0.0000	0.20	$43.33	0	43.8300	43.3300	0.5000	0.99	6	6	WDMN	0	0	2
Ventisquero Syrah Pangea	113287	749229	750ml	0	0	43.8300	52.5400		NULL	NULL	0.0000	0.0000	0.20	$43.33	0	43.8300	43.3300	0.5000	0.99	6	6	WDMN	0	0	2
Vistalba Corte a	95929	727762	750ml	0	0	43.8300	52.5400		NULL	NULL	0.0000	0.0000	0.20	$43.33	0	43.8300	43.3300	0.5000	0.99	6	6	WDMN	0	0	2
Wittmann Wittmann Westhofener Aulerde Riesling Grosses Gewachs	97291	733038	500ml	0	0	43.8300	52.5400		NULL	NULL	0.0000	0.0000	0.20	$43.33	0	43.8300	43.3300	0.5000	0.99	12	12	WDMN	0	0	2
Arzuaga Reserva	110177	746058	750ml	0	0	43.8300	52.5400		NULL	NULL	0.0000	0.0000	0.20	$43.33	0	43.8300	43.3300	0.5000	0.99	6	6	WDMN	0	0	2
Faiveley Gevrey-Chambertin	97208	732901	750ml	0	0	43.6700	52.3400		NULL	NULL	0.0000	0.0000	0.20	$43.17	0	43.6700	43.1700	0.5000	0.99	12	12	WDMN	0	0	2
Chateau Cantenac Brown Margaux	118396	754575	750ml	0	0	43.2500	51.8400		NULL	NULL	0.0000	0.0000	0.20	$42.75	0	43.2500	42.7500	0.5000	0.99	12	12	WDMN	0	0	2
Domaine Parent Pommard La Croix Blanche	116759	752901	750ml	0	0	43.1700	51.7400		NULL	NULL	0.0000	0.0000	0.20	$42.67	0	43.1700	42.6700	0.5000	0.99	12	12	WDMN	0	0	2
Chateau De La Maltroye Chassagne Montrachet	97186	732879	750ml	0	0	42.7500	51.2400		NULL	NULL	0.0000	0.0000	0.20	$42.25	0	42.7500	42.2500	0.5000	0.99	12	12	WDMN	0	0	2
Faiveley Nuits Saint Georges	97216	732909	750ml	0	0	42.6700	50.9400		NULL	NULL	0.0000	0.0000	0.19	$42.17	0	42.6700	42.1700	0.5000	0.99	12	12	WDMN	0	0	2
Owen Roe Abbot's Table Red	104430	740184	1.5Ltr	0	0	42.5000	55.9400	5	NULL	NULL	0.0000	0.0000	0.32	$42.00	0	42.5000	42.0000	0.5000	0.99	6	6	WDMN	0	0	2
Paul Jaboulet Aine Crozes-Hermitage Domaine De Thalabert	101928	737675	750ml	0	0	42.5000	50.9400		NULL	NULL	0.0000	0.0000	0.20	$42.00	0	42.5000	42.0000	0.5000	0.99	6	6	WDMN	0	0	2
Chateau Rouget Pomerol	94178	729469	750ml	0	0	42.3300	50.7400		NULL	NULL	0.0000	0.0000	0.20	$42.33	0	42.3300	42.3300	0.5000	0.99	12	6	WDMN	0	0	2
Chateau Rouget Pomerol	94178	729469	750ml	0	0	42.3300	50.7400		NULL	NULL	0.0000	0.0000	0.20	$41.83	0	42.3300	41.8300	0.5000	0.99	12	12	WDMN	0	0	2
